Category,Resume
hr,"Маю великий досвід роботи в сфері ІТ (аутсорс, аутстаф, продукт) останні 5 років на посаді HR-TEAM Lead (регіональний) у великому міжнародному холдингу.
• розробка та впровадження HR стратегій та політик з нуля для проєктів.
• управління повним життєвим циклом співробітників - онбординг - адаптація - розвиток - оцінка - мотивація - офбординг.
• співпраця з ТОП керівництвом на всіх етапах розробки та впровадження HR процесів.
• розробка та впровадження програм розвитку співробітників: зовнішнє та внутрішнє навчання, наставництво, управління талантами, формування кадрового резерву.
• розробка та реалізація систем оцінок в проекти під цілі бізнесу.
• формування корпоративної культури, реалізація програм з командоутворення, вирішення конфліктів, взаємодія відділів.
• побудова системи матеріальної та нематеріальної мотивації, проведення 1*1, виявлення та упередження ризиків.
•бюджетування та розробка соц пакету.
Окрім цього, управління HR командою на всіх етапах впровадження HR процесів. А саме формування команди, контроль роботи, делегування задач, мотивація, коучинг та розвиток HR-team (командою з 4х HR). Всього в проектах 500+ співробітників
Маю великий досвіт роботи з різними типами людей та поглиблені знання у психології. Основними досягненнями у професійній діяльності вважаю успішне впровадження HR процесів з нуля, стратегію яких розробляла власноруч. Успішний досвід проведення ворк-шопів, як частину розвитку Team-lead у проєктах. Зростила від офіс менеджерів до HRG свою команду.
Маю високий рівень емпатії, стресостійкості. Системна, самоорганізована з високими аналітичними здібностями.
Люблю людей, тому палаю тим що роблю. Цілеспрямована, тому завжди досягаю поставлених завдань. Бачити результат своєї робити, це найбільша для мене мотивація.
Ціную відкритість та залученність, командну роботу.
Шукаю команду близьку мені по духу та цінностям, команду в якій я зможу сприяти розвитку та досягненню бізнес цілям завдяки моєму досвіду."
hr,"Administrator in a beauty studio
-Organization of the studio's work and coordination of masters' schedule;
-Working with clients: booking services, consulting, resolving current issues;
-Monitoring the timeliness of tasks and service provision;
-Administration of financial transactions and reporting.
-сoordinated a team of employees, ensuring efficient work and a high level of service
-implemented mechanisms for motivating employees
-improved communication between administration and staff, which contributed to improving the working atmosphere
-analyzed employee productivity and provided recommendations for their development
I expect a stable work schedule and a competitive Salary. Opportunities for professional training, development, and career growth are important to me. I want to work in a team where there are clearly established processes, but there is also space for initiative. I value constructive feedback and the opportunity to improve my skills. A comfortable working environment and modern tools for effective performance of duties are important."
hr,"•	specializing in transactional and strategic HR;
•	executing mass recruitment initiatives;
•	managing employee on boarding and adaptation processes;
•	designing competency resume_classifier;
•	measuring NPS, eNPS, engagement, and satisfaction levels;
•	developing employer branding strategies, including defining the company's existing EVP and identifying company ambassadors;
•	shaping and cultivating corporate culture;
•	conducting master classes and facilitating sessions;
•	creating customized training programs tailored to the company's needs;
•	delivering training sessions on topics such as ""Sales Techniques and Psychology,"" ""Overcoming Objections,"" ""NPS,"" ""Team Building,"" ""Change Management,"" ""Personal Growth,"" and ""Creativity"";
•	strong ability to build relationships, connects people, and develops new business and attracts funding."
hr,"Main responsibilities:
• Creating and posting job descriptions on job boards and social media platforms, as well as utilizing advanced search techniques like X-Ray and Boolean tools for active sourcing.
• Managing the full cycle of IT recruitment, including sourcing, screening, interviewing, and selecting candidates for various roles and levels of complexity.
• Working closely with the hiring managers to identify future job openings and the technical requirements for those jobs.
• Organizing and coordinating subsequent interview rounds and assessments.
• Providing advisory support to candidates throughout all stages of the selection process, from initial contact to post-offer communication.
• Performing background and reference checks.
• Preparing, negotiating, and extending job offers to candidates.
• Maintaining and updating the candidate database to ensure streamlined recruitment processes."
hr,"I am an experienced HR professional with a strong background in recruitment, employee relations, and organizational development. I enjoy finding and attracting top talent, improving onboarding processes, and creating a positive work environment. Supporting employees throughout their career paths and ensuring compliance with labor laws and company policies is something I take seriously. My strong communication and problem-solving skills help me effectively manage workplace dynamics. Additionally, I am interested in applying my HR expertise in the medical field, where I can contribute to building strong and efficient healthcare teams."
hr,"Я відданий фахівець у сфері HR з 4+ роками досвіду роботи в управлінні персоналом, з потужним бекграундом у 15+ років у сфері маркетингу та продажах. Мій різноплановий досвід дозволяє створювати сильні команди, сприяти співпраці та досягати успіху організації. Я захоплююсь живим спілкуванням, розвитком команд і допомогою людям зростати як професійно, так і особисто.
Наразі хочу розвиватися саме у напрямку HR та разом з тим прокачувати свої скіли у Рекрутингу, щоб тримати руку ""на пульсі"""
hr,"- HR-professional with 15+ years of experience in HR and recruitment who can understand business needs and translate them into effective and efficient HR processes and projects
- 10+ years of diverse experience in tech industry, from People Partner in a big corporate business to being the first HR in a startup
- Highly competent in administering, launching and restructuring HR processes (HR operations, onboarding, performance management, culture and engagement, reward management, offboarding, layoffs)
- Cross-cultural experience and intelligence (worked with peers and customers from EMEA, AMER and APAC)
- Solid mentorship, coaching and consulting skills, applied with different categories of employees, with specific focus on company leaders, from first time managers to C-level managers and founders
- Skilled in navigating HR challenges in a remote work context
- My three strongest soft skills are problem-solving, empathy and resilience
I care more about the actual job than the fancy Title it comes with.
I’m an experienced HR professional who combines strategic support for company leaders with a hands-on approach when needed. I confidently help navigate people management challenges while staying involved in operational tasks and stepping in when individual support is required. I believe this balance is especially valuable in today’s efficiency- and productivity-focused organizations.
I’m open to project-based or short-term consulting work (1–2 months) for companies that need targeted support in building HR processes or auditing them for inefficiencies and unnecessary complexity. Additionally, I can help strengthen the expertise of an in-house HR professional by acting as a mentor.
With strong cross-cultural communication skills and experience working in highly diverse environments, I can also support managers and HR professionals in developing their competencies in this area."
hr,"2022-2023:
- Successfully implemented strategic and tactical projects, contributing to the company's growth and success.
- Proactively resolved conflict situations within work groups.
- Developed and documented streamlined processes, enhancing operational efficiency and ensuring consistency.
- Applied Scrum methodologies to drive project success and deliverables.
- Designed and implemented a comprehensive workload mechanism, optimizing resource allocation and project prioritization.
2020-2022:
Recruitment
- Collaborated with various hiring managers to clarify job requirements.
- Created and maintained up-to-date job descriptions.
- Conducted initial assessment and prescreening of candidates.
- Coordinated interviews between candidates and the hiring team.
- Collected feedback from interviewers.
- Organized and updated candidate data in relevant systems.
- Ensured a smooth recruitment process that met agreed-upon quality standards.
Onboarding:
- Collaborated with our helpdesk service provider to ensure a fully equipped workstation and necessary accounts were set up prior to the newcomer joining the team.
- Developed and reviewed onboarding plans.
- Sent welcome emails to new hires.
- Conducted introductions to the team for newcomers.
2016-2020:
- Integrated and supported the financial accounting system (PeopleSoft) for all development centers (Dnipro, Kyiv, Malaga, London, Sydney, New York).
- Participated in employee onboarding and adaptation process, developed Training & Education Strategies.
- Planned, arranged, and held corporate parties for Dnipro and Kyiv offices.
- Executed other administrative tasks such as arranging client visits, coordinating meetings, and creating company digests."
hr,"I have background in marketing, wood and fashion industries.
As a wardrobe stylist PM (my most recent position), I had to organise the teamwork, prepare and deliver projects (photoshoots). I had to communicate with clients, and ensure that everything was delivered on time.
I have experience woking with diverse international teams.
I am a quick learner, very passionate and hard-working. This helps me to achieve results in very diverse fields. I love communication, and I am able to find common ground with people from different backgrounds.
My main goal is to learn and to advance my career in Project Management, Operations, Business Process Management or HR."
hr,"- Transitioning the company to a fully remote work format, adapting processes and supporting the team in a remote environment.
- Developing and implementing visa programs to facilitate international employee mobility.
- Introducing a corporate medical insurance policy, enhancing the employee benefits package.
- Shaping and developing corporate culture, including the creation of specialized training programs.
- Developing and implementing security policies to protect company data and resources.
- Launching corporate language learning programs, supporting employees' professional growth.
- Implementing an insurance policy, adapting it to company needs and employee expectations.
- HR process automation (recruiting, onboarding, personnel administration).
- Development and implementation of corporate policies to improve team interaction.
- Creation and enhancement of employee motivation systems to boost engagement and productivity.
- Employer branding initiatives to attract top-tier talent and strengthen the company's reputation.
- Organizing and conducting team-building activities, corporate events, and entertainment initiatives to foster team cohesion.
- Launching my own course on social communications to improve team collaboration.
- HR analytics and reporting, enabling data-driven decision-making.
- Providing psychological support to the team, conducting individual consultations and training sessions to reduce stress and enhance workplace well-being.
More than 10 years of professional experience HR
- Management, leadership
- Company policies
- Recruiting, Onboarding, offboarding
- Employer branding
- Psychological analysis and psychological assistance
- Automation of processes
- Team-building
- Conducting entertainment events (quizzes, corporate events, contests)
- Managing the internal needs of the team
- Providing personal motivation & motivation systems
- Own course on social communications
- HR Analytics, Reporting
- Slack, Jira, Hurma, Confluence, Blue Print, Coupa, Concur, Zykus
- Online and offline
I will not work with companies that pay taxes in Russia"
hr,"Onboarding, adaptation, 1:1 meetings, offboarding, CV, HR budget, planning events, performance reviews, survey, personnel accounting, accounting for vacations and sick days, communication, HRM, jira.
I am not currently involved in recruiting, but I have basic skills and would like to develop this direction as well"
hr,"Marketing Agency
OCT 2023 - PRESENT
HR Generalist
• Executed full recruitment cycle including sourcing, screening, interviews, hiring, and onboarding for positions like SEO, PPC, ASO, Sales, and Developers (Full Stack WordPress).
• Managed onboarding and integration of new hires.
• Implemented new policies and created policy guides.
• Conducted regular employee engagement surveys and analyzed results.
• Led offboarding process including exit interviews and transition of responsibilities.
• Developed and executed training initiatives and learning strategies.
• Planned and facilitated team-building activities.
• Maintained recruiting and hiring records.
• Conducted 1:1s with employees.
• Set up task management systems and configured employee onboarding programs.
---------------------------
CyberCity.game
SEP 2021 - NOV 2023
HR Generalist
• Executed full recruitment cycle including sourcing, screening, interviewing, hiring, and onboarding Business Developers, Game Development Team (Artists, Animators, Game Designers, C++ Developers, etc.), Marketing
Managers, Copywriters, and Community Managers.
• Trained staff on cryptocurrency usage.
• Implemented new policies and created policy guides.
• Led offboarding process including exit interviews and transition of responsibilities.
• Planned and facilitated team-building activities.
• Maintained recruiting and hiring records.
• Conducted 1:1s with employees.
---------------------------
Alium.Finance
SEP 2021 - MAY 2022
HR Generalist
Responsibilities mirrored those at CyberCity.game, excluding hiring the game development team.
---------------------------
Additionally, cryptocurrency experience from January 2017 onwards as a Community Manager, Community Sales Manager, and Regional Community Manager. Can provide more information about this background as needed.
---------------------------
Telegram: spare_me"
hr,"Професійний Досвід:
HR Business Partner | NDA| Львів, 2022- по т.ч.
Забезпечення стратегічного партнерства з відділами бізнесу та розробка ініціатив у сфері управління персоналом.
Впровадження та вдосконалення HR-процесів для забезпечення ефективності та відповідності до корпоративних стандартів.
Організація та проведення тренінгів для розвитку лідерських навичок та підвищення рівня залученості персоналу.
Участь у відборі, інтеграції та утриманні персоналу.
HR Specialist | NDA | Львів, 2021 - 2022
Участь у відборі, інтеграції та утриманні персоналу.
Управління корпоративними програмами бенефітів та створення сприятливого робочого середовища.
Проведення аналізу та відстеження ключових показників ефективності в галузі управління персоналом."
hr,"Experienced HR Business Partner with a proven track record of working in an HR department in a healthcare company. Strong attention to detail and organizational skills, along with the ability to work independently and analyze complex situations. Committed to promoting diversity, equality, and inclusion.
Key Skills and Responsibilities:
•	Provided comprehensive HR support to the team, encompassing management and employee relations, training and development, and recruiting and onboarding in collaboration with the recruiting team.
•	Implemented strategic HR initiatives that contributed to the achievement of annual goals and ensured alignment of policies and procedures with the company's objectives.
•	Cultivated strong relationships with managers and staff, acting as a trusted advisor on a wide range of HR issues, resulting in increased employee engagement and satisfaction.
•	Assisted in providing up-to-date talent information during quarterly financial reviews and annual talent reviews, facilitating talent retention and recognition efforts.
He was engaged in recruiting for large projects and large-scale interesting events. Formed a team of IT specialists and analysts
I would not want to deceive employees, I would not want to be treated with disrespect and rude communication"
hr,"• Підтримка та впровадження HR процесів;
• Участь у фінальних співбесідах з кандидатами від рекрутерів, надавати повний фідбек керівнику;
• Тісна взаємодія з співробітниками - моніторинг ситуації: консультування, вирішення конфліктних ситуацій;
• Відслідковування вигорання, залученності, розвитку, утримання персоналу;
• Аналіз потреб та розробка нематеріальної мотивації (створення, ведення бази нематеріальних заохочень);
• Проведення оцінок персоналу (оцінка eNPS, Evaluation 360, та інші);
• Адаптація персоналу, проведення one-to-one зустрічей, проведення exit інтерв'ю (супровід оффбординга);
• Допомога в створенні індивідуальних планів розвитку співробітників (контроль готовності);
• Участь в підготовці корпоративних неформальних заходів, тимбілдинги, корпоративи;
• Діагностика та виявлення потреб в навчанні персоналу, оцінка ефективності проведення тренінгів;
• Консультування менеджерів у питаннях управління командами;
• HR супровід структурних змін в експертних Групах.
Розробка проекту з бренду роботодавця, програми адаптації, програми з аутстаффінгу, проведення оцінки 360.
Цікаво займатися розробкою та впровадженням HR проектів."
hr,"I have experience in MS Office, Google /
Facebook ads.
I’m also developing at the same time as a front-end developer, I have solid knowledge of JS (TS), I work with technologies such as RTK,NestJs, and Turbopack.
I know English, I can speak and maintain a conversation in this language.
Also i have knowledge of French - intermediate."
hr,"Мій досвід включає:
Менеджер з туризму:
Підбір туристичних послуг та їх бронювання
Обробка вхідних заявок
Підготовка супровідної документації
Психолог/арт-терапевт
Проведення індивідуальних та групових занять з арт-терапії для дітей різних вікових категорій.
Діагностика емоційного стану дітей
Розробка та впровадження корекційно-розвивальних програм для покращення емоційного стану і
поведінки дітей.
Консультування батьків щодо психоемоційного розвитку їхніх дітей, надання рекомендацій для
підтримки вдома.
Взаємодія та вирішення конфліктів з педагогічним колективом для створення комфортного та
працездатного середовища.
Участь у професійних заходах та постійне підвищення кваліфікації у сфері психології.
Ведення документації та звітності.
У сфері психології:
Сприяла розвитку соціальних навичок у дітей з особливими потребами, що призвело до
покращення взаємодії з однолітками та адаптації у шкільному середовищі.
У сфері туризму:
У літній період перевиконала план продажів турів на 40%"
hr,"In my current position, I have responsibilities as searching and selecting candidates of different specializations, screening candidate's profiles, contact with candidates, setting up and conducting general interviews, providing information about the company, proposing a technical interview, communicating with technical interviewers about candidates and vacancies requirements, collecting and providing feedback, candidate’s database maintenance, communication with candidates throughout the interviewing process.
I am ready to be involved in all stages of the candidate's life cycle. Well-acquainted with all processes. I am a responsible, executive, active, and communicative person who constantly desires continuous development and growth.
I am ready to consider the position of HR manager or HR generalist."
hr,"Hi there!
People usually see me as someone who is focused, hardworking, and passionate about helping businesses grow through HR.
I understand how important the HR Business Partner role is for companies, especially during different stages of growth and change. I know what kind of people are needed for a growing business, and I also understand the type of talent that helps stabilize processes during transitions or consolidations.
My experience working in both startups and large organizations has given me a clear understanding of these needs, and my education has supported that.
I hold a master’s degree in economics, which helps me analyze business through numbers. On the other side, my background in psychology helps me understand people both during hiring and in management. I also hold international coaching certifications.
I have worked in HR roles in FMCG, Manufacturing, and Tech, and wherever I go, I aim to get results. I have won awards, had the highest team satisfaction score (9.2), and raised the eNPS from 38% to 65% in a year while reducing turnover.
Helping people and companies grow is what I love to do, and I am confident I can bring value to any organization I join.
Happy to connect!"
hr,"Experienced HR Generalist.
Full cycle of recruitment, including international and HR process management.
Worked in the fields of  IT, digital marketing, telecommunications, manufacturing.
English & Italian languages."
hr,"Head of HR with 5+ years of experience in IT industry.
Domains I’ve worked with: Web3, AI, EdTech, Gaming, Outsourcing companies.
Markets: Ukraine, Canada, UAE, Asia, Europe.
Employee hiring, mentoring and advising C-Level and stakeholders on growth and developing a top team for the best results.
Collaborate with startups, venture funds and private investors clubs, product companies, outsource etc.
• Built HR processes from scratch in fast-growing startups
• Created performance management systems that people actually like
• Designed engagement programs that boosted team satisfaction by 40%
• Implemented total rewards strategies aligned with market trends
• Led successful retention initiatives and internal mobility programs
I consider companies that have innovations and constant development. The best match is our vision and values are the same.
My values:
Collaboration
Empathy
Transparency
Proactivity."
hr,"Мене звати Салій Анна, рекрутер з досвідом роботи у таких галузях, як: виробництво та HoReCa.
За роки моєї праці я навчилась співпрацювати з крос-функціональними командами. Також у своїй роботі використовувала різноманітні CRM-системи. Виконувала  повний цикл підбору персоналу, забезпечуючи компанію якісними кандидатами та сприяючи утриманню корпоративної культури."
hr,"Senior recruiter, NDA
Oct 2024- now
• full circle of recruitment (tech);
• 1to1, on-boarding and off-boarding processes
• reports
HR manager (remote)
Feb 2024 –  now
Mountain Human Resources Management
Single Member P.C.
• Recruiting / Interviewing candidates;
• Active search of potential candidates using different
sourcing methods (DOU, Robota.UA, Work UA,
Linkedn, FB)
• Proceed all issues with agencies ( contracts, payment, interviews)
• Proceed Recruitment process;
• Handle the issues with employees and become a translator between Greek colleagues and the staff had been hired
• Help to make an appointment to the immigration service for all staff HR assistant
Nov 2022 – Dec 2023
NGO Medecins Sans Frontieres (MSF)
• Proceed Recruitment process;
• Conduct HR documentation cycle (adaption, job offer, job description, transferring,
orders for vacation, business trips in Homere);
• Creating HR processes (On-boarding and off-boarding processes, staff motivation, 1 to 1 meeting etc).
Legal assistant
Nov 2021 - Sep 2022
Baker McKenzie
• Correspondence under request;
• Prepare documents for business trips of CEO and team
members (order, estimate, report);
• Provide support in organization of business trips (airline
tickets, hotel, transfer, insurance, visa,
documents support)
• Proving registration of clients in inner program
• Organization of business meetings;
• Arrange subscription to periodicals under request;
• Receive and register incoming/outgoing correspondence;
Secretary / office manager
Aug 2019 – Aug 2021
Viterra Ukraine The agriculture Network
• Forwarding of incoming and outgoing calls;
• Monitoring the internal and external documentation;
• Working with office machines and equipment (copying machine, fax, scanner);
• Drawing up of business documents;
• Booking of hotels and airline tickets (by intermediary);
• Support functioning of the office.
• Control the payment process due to the order (invoices for
all kinds of goods);
Closing positions of finance specialist, accountant, supply manager and officer, PA for medical coordinator, psychologist, it specialist, logistics specialist, media manager, Ann specialist, PA for head of mission, pharmacist, radio operator, staff for hotel service
Looking for stable company with a possibility of having a work life balance and opportunity to develop myself as a specialist in HR sphere."
hr,"Мене звати Анастасія , мені 21 рік .
Я замотивована , молода дівчина , котра прагне до своїх цілей .
Маю досвід роботи з 16 років в різних сферах діяльності .
-Перший досвід роботи -це було викладання бально-спортивних танців дорослим та дітям .
-Саме перший досвід на позиції Hr я отримала на Форексі . Від позиції рекрутера до HrD , це
був досвід набору всіх позицій .
-Займаюсь розвитком інстаграм акаунта
-активно розвиваюсь"
hr,"- organizational/administrative work
- search for colleagues
- search for teachers
- organization of corporate events
- organization of webinars
- opening of a new office
- financial accounting of the company
- participation in development company values
-full recruitment cycle (search, interview, communication, feedback)
-conducting interviews
-assessment of candidates for soft and hard skills in accordance with the
position
-assistance in the adaptation of new employees (onboarding)
-work in the CRM system (maintaining a complete candidate funnel)
-participation in the preparation of corporate events and team building events
for the company
Throughout all my places of work, my activities were related
specifically to HR.
I am an excellent HR, as I am proficient in all soft and hard skills. It’s
my habit to pay full attention to work, do more than is required and
understand all the company’s processes.
I am interested in my development as a specialist, so I will do my
best in my work."
hr,"My mission is to turn chaos into streamlined processes and transform teams into happy and effective collectives.
What do I do best?
Building processes from scratch. In startups or dynamic companies, I create systems that help everyone move toward a common goal.
Motivating and developing. Mentorship programs, training, and support foster an atmosphere where people genuinely want to work.
Finding talent. For me, recruiting isn’t just about screening resumes; it’s about discovering individuals who will become part of the company and its culture.
Providing support during tough times. Conflicts, burnout, or onboarding new employees—these are challenges I take on to help everyone find balance."
hr,"Conducted comprehensive onboarding programs, including welcome training sessions and personalized one-on-one check-ins to support effective employee integration.
Designed and implemented a robust performance review framework within the PeopleForce platform, enhancing employee feedback mechanisms and supporting professional growth.
Developed a grading system for support teams, streamlining evaluation processes and clarifying role expectations for improved performance management.
Conducted employee satisfaction surveys and eNPS assessments to gauge engagement levels, identify areas for improvement.
Managed internal communications and developed HR policies to ensure clarity, consistency, and alignment with company values and objectives."
hr,"- Execute, improve main HR processes onboarding, learning, and development, employee engagement and satisfaction, exit management;
- Work with PeopleForce HRM system: populating data and supporting the implementation of its new modules in the company;
- Based on HR metrics (Gallup, ENPS, HiPo, Performance reviews) create a prediction and risks matrix.
- Closely work with C-level management for increasing diversity and inclusion.
- Initialize and facilitate educational and team events;
- Redesign company brand strategy and implement it via different channels (Company Ambassadors, review, feedbacks, SMM activities, and DOU&GlassDoor collaborate);
Initialize mental health & employee wellbeing activities;
- Design, approve, implement and support changes in the organizational structure, etc;
- Handle of HR budget for a wide scope of activities (HR invent, company brand goodies, conferences, company brand ambassador program, and training activities).
Communicator - have a deep expertise of successful all-channels interactions with different types of teams, customers and client from multicultural environment.
Creator - identified and implemented wide range of visual materials (Figma), marketing research and companies.
Integrator - from scratch designed, approved, launched and support more than 40 HR instruments, education activities, and automatizations.
Family-type Service/Product company in the field of Gaming or E-learning without recruiting."
hr,"Recruiting:
Led full-cycle recruitment process: screening resumes, conducting initial phone screenings, facilitating interviews, and delivering comprehensive feedback to both candidates and hiring managers
Conducted recruitment process analysis to optimize and diversify sourcing channels, resulting in improved candidate quality and reduced time-to-hire
Successfully completed over 300 technical and non-technical interviews, resulting in 30 successful hires across all levels (junior to senior positions) and administrative staff
Established effective communication channels with hiring managers and analysts through structured weekly reporting and recruitment metrics tracking
HR:
Managed comprehensive employee lifecycle from hire to departure, including:
Design and implementation of structured onboarding programs
Development and tracking of Personal Development Plans (PDPs)
Regular one-to-one meetings and performance reviews
Employee engagement and loyalty initiatives
Structured offboarding and onboarding processes
Drove continuous improvement of HR processes through data-driven analysis and implementation of best practices, with particular focus on performance development planning (PDP)
- Built a comprehensive HR system from the ground up, including development of policies, procedures, and personnel management tools.
- Implemented a structured recruitment process encompassing candidate assessment, interviewing, and new hire onboarding.
- Developed an employee onboarding system that reduced time-to-productivity by 40%.
- Optimized internal processes through implementation of HR automation system, improving team efficiency by 30%.
- Established cross-functional cooperation between departments to enhance HR services.
- 25% improvement in employee retention rate.
- Automation of 70% of routine HR processes."
hr,"For the past 6 years I have worked as a Senior Recruiter  Manager in the IT outsourcing/staffing/product industry. My most recent experience was with a fintech company.
Key Skills:
Full cycle recruitment (onboarding, adaptation, offboarding).
Conducting 1:1 meetings and preparing and implementing action plans.
Conducting the full recruitment cycle (hired over 500 people on a permanent basis and a large number on a freelance basis).
Conducting eNPS, preparing and implementing action plans afterwards.
Development and delivery of individual trainings for employees (to solve communication and psychological problems). Organization and conducting of seminars and internal corporate training programs.
Creation of all processes in the company from scratch (with each department, their tasks, detailed implementation of work in the department and communication between departments).
Full Salary calculation, creation of individual tables, maintenance of programs for accounting of payments. Preparation of documents for the financial department.
Resolution of conflict situations of any complexity.
Implementation of video assistants.
Creation of a Welcomebook for the company.
Analysis of staff turnover, compilation of a rating of reasons for employee turnover and a rating of reasons for employee retention.
Analysis and compilation of a psychological map of employees
Compilation of a road map for each employee.
Development of corporate style and culture from scratch.
Development and implementation of corporate benefits and overall rewards.
Development and implementation of a digest.
Making plans for corporate events.
Preparation of resumes in corporate style and creation of a bench.
Development and implementation of HR policies and procedures.
Development and implementation of a compensation and rewards system.
Planning and coordination of corporate events and social programs.
Managing the employee termination and offboarding process.
Managing the HR department budget and controlling personnel costs.
Creation and implementation of an effective internal communication system in the organization.
Strategic planning of personnel development and growth.
Development and implementation of effective talent management programs.
Implementation and management of electronic document management system and HR information systems. (Hurma)
Managing the succession planning and talent pool process.
Consulting and supporting company management on HR issues."
hr,"Dedicated HR professional with 10+ years of experience, where last 4 years are fully remote, mainly in IT industry, I have honed my skills in HR Project Management, employees recruitment and retention, training and development, coaching and mentoring, performance management, staff administration, HR policies and procedures, employee relations.
In my current Global HRBP position at 90POE (fully remote for the last 4 years), I have successfully built HR function from scratch, scaled and expand processes in multinational remote environment. Overall one of key achievements I can mention implemented initiatives enhanced employee engagement to 89%, reduced turnover, and optimized HR processes."
hr,"Маю досвід роботи в благодійному фонді на позиції психолога. Моїм головним обов‘язком в проекті було проведення індивідуальних консультацій  та групових тренінгів. На мою думку, отримані знання будуть корисними для роботи hr сфері. Оскільки, ці дві професії направлені на підтримку співробітників і досягнення бізнес-цілей через максимізацію потенціалу людських ресурсів.
Саме в цьому напрямку бажаю розвиватись надалі і шукаю роботу, де зможу постійно використовувати всі набуті навички та вміння.
Своїм головним досягненням вважаю роботу в благодійному проекту “CARE4U2”."
hr,"VETERAN HUB, HR Manager
In my previous position, I played a pivotal role in various HR
functions, ranging from full-cycle recruitment to strategic
HR alignment and fostering positive employee relations.
End-to-End Recruitment:
Orchestrated the full recruitment lifecycle, from talent
sourcing to onboarding and adaptation, successfully hiring
over 14 employees, conducted more than 200 interviews.
I had my own team of over 30 employees for whom I was
responsible for all work-related matters, including HR
issues.
HR Policy Development:
Engaged in the review and creation of HR policies,
providing valuable input during executive team
discussions. Collaborated with the executive team to align
HR strategies with overall business objectives, ensuring our
initiatives supported company goals.
Team-building and Collaboration:
Organized team-building events for approximately 100
colleagues from various locations, fostering collaboration
and camaraderie across teams.
Conflict Resolution and Employee Relations:
Actively participated in resolving employee conflicts,
finding compromises, and maintaining a positive work
environment. I was responsible for timely identification and
resolution of emerging issues within the team, ensuring
smooth operations.
Job Descriptions:
Reviewed and drafted comprehensive job descriptions to
attract the right candidates and set clear expectations for
roles.
DAN.IT, IT recruitment internship
Briefing the client
Creating a candidate search strategy
Writing vacancies and job descriptions
Working with tools for candidate sourcing, can find
technical and non-technical candidates
Luxoft, DXC Technology Company, IT
Researcher
Duties:
Assisting the senior recruitment team in identifying
suitable candidates for a variety of roles across the
business from entry to senior level positions;
Searching candidates using different channels (web-
sites, social networks, direct methods) on the Ukrainian,
Italian, Polish, and Romanian IT markets;
Screening applications according to the
requirements.
Tools used:
- LinkedIn recruiter;
- Djinni;
- Internal database;
- Cold calls.
Skills:
Global Sourcing, Screening, Boolean searching,
Scrum
Results: daily getting and transfer of 1-3 CV’s of
candidates to the recruitment team"
hr,"I am a dedicated, focused and driven HR Manager. I am a fast learner with
experience in services, trade, logistics, IT and telecommunications industries.
I have strong communication skills and prepared and delivered
presentations at conferences with over 150 people. I am able to work both
independently and in a team.
I have excellent skills at working with documents and multitasking. I am
organised and systemic in my approach to work.
I am looking for a job where I can use my
skills and experience. I am open to any opportunities."
hr,"Main points:
Conducted HR research, surveys, analyzed results and
implemented improvements
Developed an onboarding process, resulting in increased
efficiency and improved newcomers' satisfaction
Facilitated and coordinated internal and external
communication initiatives, ensuring the establishment of
effective channels within the company (such as internal digests,
company meetings, etc. for 150 employees)
Build a learning & development strategy. Develop and execute
talent programs based on identified business priorities,
resulting in improved delivery needs
Analyzed the effectiveness of HR activities, learning programs,
and brand management strategy, provided feedback, and
implemented improvements based on the analysis
Planed and corrected budget
Leaded initiatives for team engagement and analyze the
effectiveness, driving continuous improvements
Built a comprehensive Soft Skills Matrix and training catalog to
enhance employee development
Established, designed, automated, and implemented
operational processes for learning and development
Organized Inoxoft events and activities, fostering internal
communication and team building
Designed and facilitated training sessions and workshops on various topics based on business needs, including cultural differences, Excel, feedback, and communication skills
- Built L&D process in the company
- Created processes for external courses (from idea to
budget, executed PR campaign, found and
coordinated facilitators/vendors, monitored project
quality, and prepared reports). And completed 7
courses with an average NPS of 79
- Created and executed learning strategies and Key
- Performance Indicators (KPIs)
- Established cooperation with external partners, such
as ITcluster and IsraelIT, to align with the company's
business
- Coordinated company event for more than 150
employees (as a result, NPS 80 and satisfaction 4.7)"
